BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
6687,Ommegang Three philosophers extract,/homebrew/recipe/view/256233/ommegang-three-philosophers-extract,Belgian Specialty Ale,25,18.93,1.094,1.023,9.39,35.21,15.63,11.36,60,1.157,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,46969
6688,Dirty Little Freak Clone,/homebrew/recipe/view/362507/dirty-little-freak-clone,British Brown Ale,34,18.93,1.059,1.015,5.81,28.95,21.66,11.36,60,1.098,35,N/A,Specific Gravity,extract,0.35,21.11,N/A,N/A,62144
6689,Markd Black Coffee IPA,/homebrew/recipe/view/214068/markd-black-coffee-ipa,American IPA,7,19.87,1.076,1.021,7.21,56.24,40,11.36,60,1.134,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
6690,Mead Lane Dortmunder,/homebrew/recipe/view/247639/mead-lane-dortmunder,Dortmunder Export,55,3.97,1.05,1.009,5.29,23.93,5.27,5.68,60,1.035,90,N/A,Specific Gravity,BIAB,0.75,21.11,N/A,N/A,
6691,Belhaven 80,/homebrew/recipe/view/296036/belhaven-80,Scottish Export,136,10,11.0027,3.00075,4.26,21.78,15.98,14,60,7.9,79,N/A,Plato,BIAB,0.35,18,N/A,N/A,6721
6692,Ekstrakt IPA,/homebrew/recipe/view/87925/ekstrakt-ipa,American IPA,7,4,1.07,1.02,6.62,59.08,6.17,6,60,1.047,35,N/A,Specific Gravity,extract,0.75,20,N/A,N/A,
6693,Cascade Single Hop Ale 2nd edition,/homebrew/recipe/view/110203/cascade-single-hop-ale-2nd-edition,American Pale Ale,10,17.5,1.07,1.019,6.57,43.07,7.46,21,70,1.058,75,2.5,Specific Gravity,All Grain,N/A,18,N/A,N/A,5390
6694,Dreaded Blonde Ale,/homebrew/recipe/view/51326/dreaded-blonde-ale,Blonde Ale,30,49.21,1.053,1.013,5.32,21.23,4.76,53,90,1.049,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,14477
6695,Mark's summer pale ale,/homebrew/recipe/view/160639/mark-s-summer-pale-ale,Standard/Ordinary Bitter,157,21,1.047,1.013,4.43,31.5,7.83,27,90,1.036,65,N/A,Specific Gravity,BIAB,N/A,18,N/A,N/A,18953
6696,Cascade/Falconers flight/Citra IPA,/homebrew/recipe/view/205443/cascade-falconers-flight-citra-ipa,American IPA,7,21,1.063,1.015,6.38,41.61,20.25,28.5,60,1.047,70,3,Specific Gravity,All Grain,0.35,N/A,N/A,N/A,
6697,You half-wit!,/homebrew/recipe/view/219524/you-half-wit-,American Pale Ale,10,4.5,11.9198,3.15015,4.69,41.06,7.79,6.5,30,8.4,70,N/A,Plato,BIAB,0.35,22,N/A,N/A,
6698,Coffee brown ale,/homebrew/recipe/view/214675/coffee-brown-ale,American Brown Ale,6,9.46,20.2574,5.33804,8.28,43.11,28.47,11.36,60,17.1,75,N/A,Plato,All Grain,N/A,N/A,N/A,N/A,
6699,Brisbane Oatmeal Stout,/homebrew/recipe/view/98730/brisbane-oatmeal-stout,Oatmeal Stout,114,20.8,1.055,1.015,5.22,26.58,31.87,26.5,60,1.043,75,2.6,Specific Gravity,All Grain,0.75,N/A,Dextrose,1 cup,
6700,Andrew Squared Double IPA,/homebrew/recipe/view/63156/andrew-squared-double-ipa,Imperial IPA,86,41.64,1.09,1.018,9.45,111.08,7.45,49.21,60,1.076,75,1.5,Specific Gravity,All Grain,1.25,20.56,N/A,N/A,
6701,Dave Slam,/homebrew/recipe/view/32694/dave-slam,Imperial IPA,86,20.82,1.09,1.021,9.07,120.05,10.07,11.36,60,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,dextrose,5 oz.,
6702,IPA,/homebrew/recipe/view/78042/ipa,American IPA,7,12.3,1.069,1.014,7.15,63.58,5.76,14.2,60,1.032,67,N/A,Specific Gravity,Partial Mash,N/A,17.78,Corn Sugar,1.65 oz,
6703,'Murican Hop Bomb,/homebrew/recipe/view/215781/-murican-hop-bomb,California Common Beer,39,17.03,1.089,1.022,8.8,110.49,6.27,22.71,60,1.067,75,1.5,Specific Gravity,All Grain,0.5,N/A,N/A,N/A,13335
6704,Fruit Beer - Coco Pom Blonde,/homebrew/recipe/view/86511/fruit-beer-coco-pom-blonde,Blonde Ale,30,20.82,1.049,1.012,4.96,14.69,4.68,28.39,60,1.036,70,1.25,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,16332
6705,Dark Sour,/homebrew/recipe/view/316657/dark-sour,Wood-Aged Beer,176,12.3,1.071,1.006,8.48,9.43,22.27,15.14,90,1.053,80,1.31,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6706,Blackberry Wheat,/homebrew/recipe/view/190718/blackberry-wheat,N/A,111,18.93,1.052,1.013,5.07,0,3.38,18.93,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6707,Foresome Scramble APA,/homebrew/recipe/view/153607/foresome-scramble-apa,American Pale Ale,10,18.93,1.054,1.015,5.09,35.26,10.13,11.36,60,1.051,75,N/A,Specific Gravity,Partial Mash,N/A,18.33,N/A,N/A,
6708,Oktoberfest,/homebrew/recipe/view/191517/oktoberfest,Oktoberfest/Maerzen,115,18.93,1.058,1.015,5.72,27.95,10.59,18.93,60,1.058,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,35054
6709,Bobs hoppy ipa,/homebrew/recipe/view/206120/bobs-hoppy-ipa,American IPA,7,41.64,1.07,1.017,7.02,145.36,6.4,53,60,1.055,75,1.5,Specific Gravity,All Grain,0.75,20,forced carbonation,12 psi,41509
6710,Braggot Stout (Inspired by Fenrir),/homebrew/recipe/view/232245/braggot-stout-inspired-by-fenrir-,Foreign Extra Stout,72,20.82,1.072,1.02,6.76,70.06,30.06,11.36,60,1.047,25,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6711,Mosaic/Galaxy New England DIPA,/homebrew/recipe/view/404043/mosaic-galaxy-new-england-dipa,Double IPA,56,22.71,1.081,1.02,7.96,54.58,6.58,26.5,60,1.069,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,45924
6712,#0006 Lemon bitter,/homebrew/recipe/view/268409/-0006-lemon-bitter,Special/Best/Premium Bitter,144,25,10.26,2.06892,4.34,42.99,6.36,30.5,60,8.5,75,3,Plato,All Grain,1,17,N/A,N/A,35279
6713,Winter Warmer,/homebrew/recipe/view/181122/winter-warmer,Holiday/Winter Special Spiced Beer,85,7.57,1.061,1.015,6.22,33.29,29.08,14.38,60,1.032,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,24780
6714,Perle Necklace,/homebrew/recipe/view/60804/perle-necklace,American IPA,7,20.82,1.048,1.012,4.74,61.16,4.43,28.39,60,1.035,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1109
6715,Cucumber Watermelon Mint Berliner Weisse,/homebrew/recipe/view/343945/cucumber-watermelon-mint-berliner-weisse,Berliner Weisse,27,25,1.031,1.007,3.15,3.39,2.51,25.5,15,1.03,70,5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6716,Half Blind Brown Ale,/homebrew/recipe/view/326803/half-blind-brown-ale,Northern English Brown,113,18.93,1.05,1.014,4.73,32.78,19.47,25.55,60,1.037,70,2,Specific Gravity,All Grain,0.75,20,Corn Sugar,3.0 oz.,58965
6717,Munich Wheat,/homebrew/recipe/view/189138/munich-wheat,American Wheat or Rye Beer,15,20.82,1.044,1.011,4.31,0,4.33,24.26,60,N/A,76,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6718,Half Moon Stout,/homebrew/recipe/view/76757/half-moon-stout,American Stout,12,18.93,1.057,1.02,4.98,37.96,40,28.39,60,1.038,70,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A,18410
6719,Barrel Stout 18gal,/homebrew/recipe/view/303832/barrel-stout-18gal,Imperial Stout,87,68.14,1.097,1.03,8.8,77.77,50,75.71,90,1.087,62,1.32,Specific Gravity,All Grain,1,17.78,N/A,N/A,
6720,Greggs Stout,/homebrew/recipe/view/245754/greggs-stout,Foreign Extra Stout,72,23,1.061,1.016,6,50.01,41.41,26,60,1.054,65,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,
6721,Dwarven Warrior Oatmeal Stout,/homebrew/recipe/view/189706/dwarven-warrior-oatmeal-stout,Oatmeal Stout,114,20.82,1.061,1.014,6.17,0,27.3,23.83,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6722,White Bulldog Stout,/homebrew/recipe/view/95794/white-bulldog-stout,American Stout,12,20.82,1.087,1.022,8.4,61.87,12.85,32.18,90,1.056,75,N/A,Specific Gravity,All Grain,N/A,19.44,N/A,N/A,11874
6723,Brown Ale - Chicory Root,/homebrew/recipe/view/274483/brown-ale-chicory-root,Southern English Brown,143,24.61,1.058,1.015,5.74,28.34,23.07,28.39,60,1.051,80,1.25,Specific Gravity,All Grain,1.25,20,N/A,N/A,16332
6724,02 Session Belgian IPA,/homebrew/recipe/view/512077/02-session-belgian-ipa,Specialty IPA: Belgian IPA,147,27,1.049,1.011,4.93,30.3,5.63,31,90,1.037,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6725,Front Porch - Dark Belgian 2,/homebrew/recipe/view/90471/front-porch-dark-belgian-2,Belgian Specialty Ale,25,20.82,1.074,1.019,7.17,66.83,18.52,11.36,60,1.135,35,N/A,Specific Gravity,extract,2,18.33,N/A,N/A,
6726,40 wheat beer,/homebrew/recipe/view/252776/40-wheat-beer,Weizen/Weissbier,170,24,1.051,1.009,5.47,23.28,3.26,26,60,1.047,73,3,Specific Gravity,All Grain,N/A,20,N/A,N/A,46255
6727,Berliner Weiss,/homebrew/recipe/view/59246/berliner-weiss,Berliner Weisse,27,20.82,1.012,1.003,1.17,3.06,2.09,20.82,0,1.012,35,N/A,Specific Gravity,All Grain,0.35,N/A,Sugar,3 oz each batch,
6728,113 Heve's black ale,/homebrew/recipe/view/95862/113-heve-s-black-ale,American Stout,12,22.71,1.07,1.011,8.08,96.33,35.43,29.53,75,1.054,65,N/A,Specific Gravity,All Grain,N/A,18.33,N/A,Keg with 7.70 PSI,20450
6729,Pop's Stout,/homebrew/recipe/view/190112/pop-s-stout,Sweet Stout,162,18.93,1.073,1.014,7.71,0,57.11,22.71,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6730,Strawberry Lime Ale,/homebrew/recipe/view/119459/strawberry-lime-ale,Belgian Specialty Ale,25,18.93,1.074,1.021,7.03,27.02,6.23,11.36,60,1.124,35,N/A,Specific Gravity,extract,N/A,22.22,N/A,N/A,25117
6731,Mead 1.0,/homebrew/recipe/view/223915/mead-1-0,Semi-Sweet Mead,142,18.93,1.163,1.016,19.26,0,5.68,11.36,2,1.272,35,N/A,Specific Gravity,extract,N/A,21.11,N/A,N/A,
6732,Plum mead,/homebrew/recipe/view/259756/plum-mead,Sweet Mead,161,3.79,1.215,1.054,21.16,0,7.24,3.79,60,1.215,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
6733,Elegant Elephant (Double I.P.A),/homebrew/recipe/view/91592/elegant-elephant-double-i-p-a-,Imperial IPA,86,3.79,1.09,1.025,8.55,143.48,11.66,4.73,90,1.072,35,N/A,Specific Gravity,extract,N/A,19.44,N/A,N/A,13206
6734,Black IPA,/homebrew/recipe/view/31215/black-ipa,American IPA,7,17.98,1.087,1.027,7.88,150.24,30.82,11.36,60,N/A,35,N/A,Specific Gravity,extract,0.35,17.22,Corn Sugar,5 oz,
6735,AnTek  IPA - Braumeister 20L,/homebrew/recipe/view/313351/antek-ipa-braumeister-20l,American IPA,7,21,1.062,1.013,6.47,63.17,5.7,25,70,1.05,75,N/A,Specific Gravity,BIAB,1,N/A,N/A,N/A,54364
6736,Barrington Best Bitter,/homebrew/recipe/view/339226/barrington-best-bitter,Best Bitter,28,22.71,1.045,1.014,4.1,41.21,12.42,28.39,75,1.036,70,1.5,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,
6737,London/Edinburgh Porter,/homebrew/recipe/view/223521/london-edinburgh-porter,Robust Porter,129,23,1.059,1.016,5.66,25.5,35.92,26,60,1.052,85,N/A,Specific Gravity,BIAB,1,21,N/A,N/A,25019
6738,Dry-Hopped Kettle Sour #1,/homebrew/recipe/view/313377/dry-hopped-kettle-sour-1,Berliner Weisse,27,10.41,1.048,1.011,4.91,3.19,4.23,11.36,10,1.044,65,1.33,Specific Gravity,All Grain,0.5,15.56,N/A,N/A,
6739,Century Russian Imperial Stout,/homebrew/recipe/view/145477/century-russian-imperial-stout,Russian Imperial Stout,132,20.82,1.124,1.019,13.84,127.03,31.11,28.39,90,1.091,80,1.5,Specific Gravity,All Grain,1.25,20,N/A,N/A,
6740,Castle Aaargh .... ( NewCaste style Clone)...,/homebrew/recipe/view/322637/castle-aaargh-newcaste-style-clone-,British Brown Ale,34,20.82,1.049,1.009,5.26,27.74,21.4,11.36,60,1.091,35,N/A,Specific Gravity,extract,0.35,21.11,N/A,N/A,4075
6741,Baron's Brew - Bitter is Better Double IPA...,/homebrew/recipe/view/102740/baron-s-brew-bitter-is-better-double-ipa,Imperial IPA,86,18.93,1.082,1.023,7.74,92.6,14.55,22.71,60,1.068,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6742,HefeWeizen,/homebrew/recipe/view/190039/hefeweizen,Weizen/Weissbier,170,18.93,1.048,1.012,4.67,0,0,18.93,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6743,Basenji ESB,/homebrew/recipe/view/198242/basenji-esb,Extra Special/Strong Bitter (ESB),68,19.87,1.055,1.011,5.81,42.56,11.08,17.03,60,1.065,72,1.25,Specific Gravity,All Grain,0.35,18.89,Forced,N/A,34454
6744,Marris Otter Extra Special Bitter,/homebrew/recipe/view/144249/marris-otter-extra-special-bitter,Strong Bitter,159,22.71,1.067,1.023,6.12,44.02,11.77,26.5,60,1.058,70,1.5,Specific Gravity,All Grain,0.75,N/A,N/A,N/A,17141
6745,Belgian Red IPA,/homebrew/recipe/view/234891/belgian-red-ipa,Belgian Specialty Ale,25,22.71,1.076,1.014,8.09,74.54,27.24,28.39,60,1.061,75,1.5,Specific Gravity,All Grain,N/A,18.89,N/A,N/A,
6746,Hogback IPA #1,/homebrew/recipe/view/10144/hogback-ipa-1,American IPA,7,18.93,1.054,1.015,5.12,62.91,13.39,11.36,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6747,Off The Topper IIPA,/homebrew/recipe/view/327854/off-the-topper-iipa,Imperial IPA,86,18.93,1.086,1.019,8.91,138.5,13.68,17.03,60,1.039,35,N/A,Specific Gravity,extract,1.25,20,N/A,N/A,
6748,Elysian Weissbier,/homebrew/recipe/view/234676/elysian-weissbier,Weizen/Weissbier,170,8.3,1.069,1.017,6.82,10.9,10.04,4,60,1.144,35,N/A,Specific Gravity,extract,0.5,17,Cane Sugar,78g,
6749,Patchworx Oktoberfest,/homebrew/recipe/view/387775/patchworx-oktoberfest,Maerzen,102,20.82,1.06,1.015,5.96,24.69,14.62,22.71,60,1.055,72,1.35,Specific Gravity,All Grain,0.75,10,N/A,N/A,23931
6750,Amber Pumpkin,/homebrew/recipe/view/287687/amber-pumpkin,Fruit and Spice Beer,74,21,1.053,1.01,5.58,13.64,13.76,28.5,60,1.039,75,2.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,
6751,Unearthly Imperial IPA,/homebrew/recipe/view/220395/unearthly-imperial-ipa,Imperial IPA,86,18.93,1.112,1.017,12.46,106.69,8.23,13.25,60,1.16,35,N/A,Specific Gravity,extract,1.25,19.44,N/A,N/A,40573
6752,Supplementation,/homebrew/recipe/view/212983/supplementation,Flanders Brown Ale/Oud Bruin,70,24.61,1.058,1.008,6.59,28.33,23.7,32.18,90,1.045,75,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,
6753,Wedding Citra,/homebrew/recipe/view/13320/wedding-citra,American Pale Ale,10,38.99,1.046,1.011,4.61,47.12,3.23,47.32,50,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2321
6754,Episode 009 - Edwort's Haus Pale Ale,/homebrew/recipe/view/122912/episode-009-edwort-s-haus-pale-ale,California Common Beer,39,18.93,1.054,1.012,5.62,44.76,6.16,26.5,60,1.039,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,21465
6755,Cantrell's Stout,/homebrew/recipe/view/288810/cantrell-s-stout,Russian Imperial Stout,132,22.71,1.127,1.043,11.11,37.32,50,31.23,120,1.093,60,1.2,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6756,Ddbc naked blonde,/homebrew/recipe/view/55651/ddbc-naked-blonde,Weizen/Weissbier,170,20.82,1.038,1.011,3.62,9.7,4.17,18.93,60,1.042,35,N/A,Specific Gravity,Partial Mash,N/A,18.89,N/A,N/A,732
6757,BK Summer Ale,/homebrew/recipe/view/47978/bk-summer-ale,Belgian Blond Ale,20,37.85,1.062,1.014,6.29,40.87,6.68,28.39,60,N/A,60,N/A,Specific Gravity,BIAB,0.35,N/A,N/A,N/A,
6758,Piney Island Porter,/homebrew/recipe/view/30590/piney-island-porter,Brown Porter,37,20.82,1.066,1.019,6.1,15.31,22.75,11.36,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,rice syrup solids,300ml,3464
6759,New Belgium Ranger IPA,/homebrew/recipe/view/348543/new-belgium-ranger-ipa,American IPA,7,22.71,1.064,1.013,6.71,73.8,8.67,32.18,60,1.045,75,1.5,Specific Gravity,All Grain,N/A,15.56,N/A,N/A,5889
6760,Tangelo Gose,/homebrew/recipe/view/196491/tangelo-gose,Berliner Weisse,27,20.82,1.056,1.013,5.7,11.52,3.82,28.39,60,1.041,85,N/A,Specific Gravity,All Grain,N/A,20,Corn Sugar,.75 Cup,
6761,Honey Wheat Mashup,/homebrew/recipe/view/190875/honey-wheat-mashup,Other Fruit Melomel,119,18.93,1.091,1.023,8.96,0,3.73,24.61,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6762,Quadrupel,/homebrew/recipe/view/27805/quadrupel,Belgian Specialty Ale,25,15.14,1.097,1.021,9.9,24.65,37.59,20.82,90,N/A,65,N/A,Specific Gravity,All Grain,1,20,N/A,N/A,
6763,MF Session IPA,/homebrew/recipe/view/207775/mf-session-ipa,American IPA,7,18.93,1.046,1.011,4.49,39.46,7.25,28.39,90,1.03,70,1.5,Specific Gravity,All Grain,N/A,20,N/A,N/A,34210
6764,5.24.14 Double CCs  Hitched IPA,/homebrew/recipe/view/100777/5-24-14-double-ccs-hitched-ipa,American IPA,7,39.75,1.071,1.02,6.7,98.09,5.37,41.64,60,1.068,70,1,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,348
6765,Hoppy IPA - One Gallon,/homebrew/recipe/view/271546/hoppy-ipa-one-gallon,American IPA,7,3.79,1.068,1.011,7.42,64.98,12.68,5.68,90,1.045,55,1.5,Specific Gravity,All Grain,0.35,18.33,N/A,N/A,45128
6766,Gumballhead Clone,/homebrew/recipe/view/209339/gumballhead-clone,American Wheat or Rye Beer,15,20.82,1.059,1.014,5.95,28.47,6.99,28.39,60,1.043,70,1.5,Specific Gravity,All Grain,0.5,20,N/A,N/A,41838
6767,Munich Helles,/homebrew/recipe/view/451014/munich-helles,German Helles Exportbier,78,25,1.052,1.012,5.3,18.95,3.09,30.5,75,1.043,80,3,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6768,1 gallon wheat,/homebrew/recipe/view/271840/1-gallon-wheat,American Wheat or Rye Beer,15,3.79,1.05,1.014,4.73,17.78,4.25,7.57,60,1.025,65,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,46969
6769,American Milled floor Brown Ale,/homebrew/recipe/view/261383/american-milled-floor-brown-ale,American Brown Ale,6,25,1.058,1.013,5.98,37.66,21.05,28.5,60,1.051,74,2.9,Specific Gravity,All Grain,0.35,18.5,N/A,N/A,16290
6770,Rauchbier BCS,/homebrew/recipe/view/267289/rauchbier-bcs,Classic Rauchbier,41,40,1.056,1.014,5.55,24.57,15.51,42,90,1.054,75,5.7,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,40623
6771,Birarzu Pump King Ale,/homebrew/recipe/view/370975/birarzu-pump-king-ale,Spice  Herb  or Vegetable Beer,155,19,1.053,1.009,5.83,22.51,6.42,26,70,1.039,66,4,Specific Gravity,All Grain,0.75,19,N/A,N/A,66427
6772,Hoppy Koelsch,/homebrew/recipe/view/350015/hoppy-Koelsch,Koelsch,94,20.82,1.062,1.016,6.14,29.1,4.82,28.39,60,1.046,70,1.5,Specific Gravity,All Grain,1.5,15.56,N/A,N/A,
6773,GOLDEN ALE,/homebrew/recipe/view/343368/golden-ale,Blonde Ale,30,1500,1.049,1.008,5.34,17.82,3.55,1630,60,1.045,85,3,Specific Gravity,All Grain,0.75,20,N/A,N/A,
6774,????,/homebrew/recipe/view/327501/-,American Amber Ale,4,21.5,1.043,1.008,4.6,35.85,11.05,26,60,1.036,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6775,Yinz Wheat Wine,/homebrew/recipe/view/63313/yinz-wheat-wine,American Barleywine,5,3.79,1.105,1.026,10.35,119.29,9.52,7.57,60,1.053,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6776,BlackRock Riwaka Pale Ale,/homebrew/recipe/view/246366/blackrock-riwaka-pale-ale,American Pale Ale,10,21,1.051,1.013,5.02,0,12.43,21,60,1.051,35,N/A,Specific Gravity,extract,0.75,N/A,N/A,N/A,
6777,Weizenbock,/homebrew/recipe/view/333926/weizenbock,Weizenbock,171,20,1.073,1.018,7.14,20.28,18.09,30,60,1.048,75,3,Specific Gravity,All Grain,N/A,18,N/A,N/A,
6778,Forbidden Modus,/homebrew/recipe/view/24167/forbidden-modus,American IPA,7,20.82,1.047,1.012,4.56,36.2,10.52,43.53,70,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1186
6779,Liberty Blonde Ale - One Gallon,/homebrew/recipe/view/236168/liberty-blonde-ale-one-gallon,Blonde Ale,30,3.79,1.053,1.014,5.09,18.65,3.84,5.68,90,1.035,65,1.5,Specific Gravity,All Grain,0.35,18.33,N/A,N/A,45128
6780,RyePAison,/homebrew/recipe/view/122772/ryepaison,American IPA,7,20.82,1.066,1.009,7.52,62.5,14.98,26.5,60,1.052,70,1.44,Specific Gravity,All Grain,1.25,22.22,Dextrose,N/A,17196
6781,Red Enigma,/homebrew/recipe/view/325027/red-enigma,Specialty IPA: Red IPA,150,23,1.063,1.016,6.24,55.37,17.38,31,60,1.047,75,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,29178
6782,Rogue Chocolate Stout Clone,/homebrew/recipe/view/409525/rogue-chocolate-stout-clone,American Stout,12,15,1.059,1.014,5.95,30.9,23.14,16,90,1.055,73,3.6,Specific Gravity,All Grain,N/A,20,N/A,N/A,
6783,Air Raid Amber,/homebrew/recipe/view/252384/air-raid-amber,International Amber Lager,88,18.93,1.053,1.01,5.76,22.1,12.69,24.61,60,1.041,70,1,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,47553
6784,Coopers Lager Mod (Citra/Nelson Blonde Ale)...,/homebrew/recipe/view/97272/coopers-lager-mod-citra-nelson-blonde-ale-,Blonde Ale,30,14,1.05,1.014,4.73,4,3.68,5,30,1.14,35,N/A,Specific Gravity,extract,0.35,18,N/A,N/A,
6785,Biere por toute les Saisons,/homebrew/recipe/view/65548/biere-por-toute-les-saisons,Saison,134,20.82,1.064,1.018,5.97,27.91,11.24,28.39,60,1.047,75,1.25,Specific Gravity,All Grain,0.5,20,corn sugar,1/3 cup,
6786,Mark Leyden's Recipe,/homebrew/recipe/view/188694/mark-leyden-s-recipe,Southern English Brown,143,18.93,1,1,0,0,0,19,60,N/A,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6787,Belgian Triplet I,/homebrew/recipe/view/192793/belgian-triplet-i,Belgian Tripel,26,19,1.081,1.017,8.3,21.66,5.3,21,60,1.05,60,2.67,Specific Gravity,All Grain,N/A,20,N/A,N/A,29783
6788,"Columbus Calypso ""ed"" with Citra on way to n...",/homebrew/recipe/view/86570/columbus-calypso-ed-with-citra-on-way-to-new-world-with-dash-of-home-grown-,American IPA,7,41.64,1.056,1.016,5.29,195.37,5.84,45.42,60,1.051,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,348
6789,Miami Dark,/homebrew/recipe/view/255291/miami-dark,Dunkles Weissbier,61,23,1.054,1.012,5.43,17.53,14.86,28,60,1.044,68,N/A,Specific Gravity,All Grain,0.35,20,N/A,N/A,47815
6790,Ten Pounds Brewing: Cele-brrr-ation Imperial...,/homebrew/recipe/view/223580/ten-pounds-brewing-cele-brrr-ation-imperial-red,American IPA,7,22.71,1.069,1.014,7.13,84.18,15.56,28.39,60,1.055,77,1.5,Specific Gravity,All Grain,1.25,17.78,N/A,N/A,22126
6791,Roger's pale ale,/homebrew/recipe/view/153693/roger-s-pale-ale,American Pale Ale,10,45.42,1.062,1.015,6.14,42.92,3.97,56.4,60,1.05,70,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A,21240
6792,Flanders Red,/homebrew/recipe/view/336749/flanders-red,Flanders Red Ale,71,41.64,1.054,1.011,5.64,5.59,10.7,47.7,30,1.047,75,1.25,Specific Gravity,All Grain,0.75,26.67,N/A,N/A,1782
6793,Barleywine,/homebrew/recipe/view/15241/barleywine,American Barleywine,5,18.93,1.093,1.022,9.35,55.72,9.23,28.39,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6794,Where's the Pumpkin Ale,/homebrew/recipe/view/67470/where-s-the-pumpkin-ale,Spice  Herb  or Vegetable Beer,155,37.85,1.073,1.021,6.92,39.46,12.94,26.5,60,1.105,60,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
6795,Calamansi green tea mead,/homebrew/recipe/view/318610/calamansi-green-tea-mead,Dry Mead,57,3.79,1.042,1.013,3.86,0,2.4,3.79,0,1.042,75,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6796,Chocolate Vanilla Porter (Edited),/homebrew/recipe/view/113581/chocolate-vanilla-porter-edited-,Robust Porter,129,20.82,1.059,1.017,5.58,33.85,34.35,28.39,75,1.04,73,N/A,Specific Gravity,All Grain,N/A,N/A,corn sugar syrup,4 oz,
6797,Simple Weizen,/homebrew/recipe/view/123320/simple-weizen,Witbier,175,18.93,1.047,1.007,5.29,12.33,7.82,28.01,60,1.032,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
6798,Dinant Dunkelweizen,/homebrew/recipe/view/191161/dinant-dunkelweizen,Dunkelweizen,59,5,1.051,1.013,4.97,21.48,19.98,5,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6799,American Light Lager Mexican Lager (Cerveza)...,/homebrew/recipe/view/432328/american-light-lager-mexican-lager-cerveza-,Light American Lager,100,83.28,1.055,1.013,5.39,17.63,2.83,105.99,60,1.043,80,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
6800,Black Butte Clone,/homebrew/recipe/view/269263/black-butte-clone,American Porter,11,22.71,1.059,1.021,5.02,34.9,26.77,29.34,90,1.046,70,1.25,Specific Gravity,All Grain,N/A,18.89,N/A,N/A,50773
